wavenumber._cm
67.035
68.41
69.785
71.158
72.533
73.906
75.27899999999998
76.652
78.025
79.39799999999998
80.76999999999998
82.143
83.51399999999998
84.885
86.256
87.62699999999998
88.998
90.36900000000001
91.73800000000001
93.10700000000001
94.47900000000001
95.848
97.217
98.584
99.953
101.322
102.689
104.057
105.424
106.791
108.158
109.525
110.893
112.258
113.623
114.988
116.355
117.719
119.084
120.449
121.813
123.178
124.541
125.904
127.268
128.631
129.992
131.355
132.717
134.078
135.441
136.803
138.162
139.523
140.885
142.244
143.604
144.965
146.324
147.682
149.041
150.4
151.758
153.117
154.475
155.832
157.189
158.547
159.902
161.26
162.615
163.971
165.326
166.682
168.037
169.393
170.746
172.102
173.455
174.809
176.162
177.516
178.869
180.221
181.574
182.926
184.277
185.629
186.98
188.332
189.684
191.033
192.385
193.734
195.084
196.434
197.783
199.131
200.48
201.828
203.176
204.525
205.873
207.219
208.566
209.914
211.26
212.605
213.951
215.299
216.643
217.988
219.334
220.678
222.023
223.367
224.711
226.055
227.396
228.74
230.084
231.426
232.768
234.109
235.451
236.793
238.135
239.475
240.816
242.156
243.496
244.836
246.176
247.516
248.854
250.193
251.531
252.869
254.207
255.545
256.883
258.221
259.557
260.893
262.23
263.566
264.902
266.236
267.572
268.908
270.242
271.576
272.91
274.244
275.578
276.912
278.244
279.578
280.91
282.242
283.574
284.906
286.238
287.57
288.9
290.23
291.563
292.893
294.223
295.551
296.881
298.211
299.539
300.867
302.195
303.523
304.852
306.18
307.506
308.834
310.16
311.486
312.813
314.139
315.465
316.789
318.115
319.439
320.764
322.088
323.412
324.736
326.061
327.383
328.707
330.029
331.352
332.674
333.996
335.316
336.639
337.959
339.281
340.602
341.922
343.242
344.563
345.881
347.201
348.52
349.838
351.156
352.475
353.793
355.111
356.428
357.744
359.063
360.379
361.695
363.012
364.326
365.643
366.957
368.273
369.588
370.902
372.217
373.531
374.844
376.158
377.471
378.783
380.096
381.408
382.721
384.033
385.344
386.656
387.967
389.277
390.588
391.898
393.209
394.518
395.828
397.137
398.445
399.754
401.063
402.371
403.68
404.986
406.295
407.602
408.908
410.215
411.521
412.826
414.133
415.438
416.744
418.049
419.354
420.658
421.963
423.266
424.57
425.873
427.176
428.479
429.781
431.084
432.387
433.689
434.99
436.291
437.592
438.893
440.193
441.494
442.795
444.094
445.395
446.693
447.992
449.291
450.59
451.887
453.186
454.482
455.781
457.078
458.375
459.672
460.967
462.264
463.561
464.855
466.15
467.445
468.74
470.035
471.33
472.623
473.918
475.211
476.504
477.797
479.09
480.383
481.676
482.967
484.258
485.551
486.842
488.133
489.424
490.713
492.004
493.293
494.584
495.873
497.162
498.451
499.74
501.027
502.316
503.604
504.891
506.18
507.467
508.752
510.039
511.326
512.611
513.898
515.184
516.469
517.754
519.039
520.322
521.607
522.891
524.176
525.459
526.742
528.025
529.307
530.59
531.873
533.154
534.436
535.717
536.998
538.279
539.561
540.84
542.121
543.4
544.68
545.959
547.238
548.518
549.797
551.074
552.354
553.631
554.908
556.186
557.463
558.74
560.018
561.293
562.568
563.846
565.121
566.396
567.672
568.945
570.221
571.494
572.77
574.043
575.316
576.59
577.863
579.135
580.408
581.68
582.953
584.225
585.496
586.768
588.039
589.309
590.58
591.85
593.121
594.391
595.66
596.93
598.197
599.467
600.736
602.004
603.271
604.539
605.807
607.074
608.342
609.607
610.875
612.141
613.408
614.674
615.939
617.203
618.469
619.734
620.998
622.264
623.527
624.791
626.055
627.318
628.58
629.844
631.105
632.369
633.631
634.893
636.154
637.416
638.676
639.938
641.197
642.457
643.719
644.979
646.238
647.496
648.756
650.016
651.273
652.531
653.789
655.047
656.305
657.563
658.82
660.076
661.334
662.59
663.846
665.102
666.357
667.613
668.867
670.123
671.377
672.633
673.887
675.141
676.395
677.646
678.9
680.154
681.406
682.658
683.91
685.162
686.414
687.666
688.918
690.168
691.418
692.67
693.92
695.17
696.42
697.67
698.918
700.168
701.416
702.664
703.912
705.16
706.408
707.656
708.904
710.15
711.398
712.645
713.891
715.137
716.383
717.629
718.873
720.119
721.363
722.609
723.854
725.0979999999998
726.342
727.586
728.8279999999999
730.072
731.3139999999999
732.557
733.801
735.043
736.2849999999999
737.5249999999999
738.768
740.01
741.25
742.49
743.73
744.9729999999998
746.211
747.451
748.691
749.932
751.1699999999998
752.408
753.6459999999998
754.8869999999998
756.125
757.361
758.6
759.8379999999999
761.0739999999998
762.311
763.5489999999999
764.7849999999999
766.0209999999998
767.258
768.4919999999998
769.729
770.9629999999999
772.1989999999998
