wavenumber._cm
773.4339999999999
774.668
775.902
777.1369999999998
778.371
779.604
780.8379999999999
782.07
783.3049999999998
784.537
785.77
787.0019999999998
788.2319999999999
789.465
790.697
791.928
793.158
794.3909999999998
795.621
796.8519999999999
798.08
799.311
800.541
801.77
802.998
804.229
805.457
806.686
807.914
809.1409999999998
810.369
811.596
812.8239999999998
814.051
815.277
816.504
817.73
818.957
820.182
821.408
822.633
823.859
825.0839999999998
826.3089999999999
827.533
828.758
829.98
831.205
832.428
833.652
834.875
836.0979999999998
837.32
838.543
839.764
840.986
842.2089999999998
843.4299999999998
844.6499999999999
845.871
847.092
848.313
849.533
850.754
851.9729999999998
853.193
854.412
855.6309999999999
856.85
858.068
859.287
860.5059999999999
861.7229999999998
862.941
864.158
865.375
866.592
867.8089999999999
869.0249999999999
870.2419999999998
871.4589999999998
872.6739999999999
873.8909999999998
875.105
876.32
877.5349999999999
878.75
879.965
881.1799999999998
882.393
883.6069999999999
884.82
886.033
887.246
888.4589999999998
889.672
890.885
892.096
893.3089999999999
894.52
895.7319999999999
896.943
898.154
899.365
900.576
901.785
902.996
904.205
905.416
906.625
907.834
909.043
910.252
911.461
912.668
913.877
915.084
916.291
917.5
918.7070000000001
919.914
921.119
922.326
923.533
924.738
925.943
927.15
928.355
929.561
930.766
931.971
933.174
934.379
935.5820000000001
936.785
937.99
939.193
940.396
941.598
942.801
944.004
945.205
946.408
947.609
948.811
950.012
951.213
952.414
953.613
954.814
956.014
957.215
958.414
959.613
960.813
962.012
963.211
964.408
965.607
966.805
968.004
969.201
970.398
971.596
972.791
973.988
975.186
976.381
977.578
978.773
979.969
981.164
982.359
983.555
984.748
985.943
987.137
988.3320000000001
989.525
990.719
991.912
993.105
994.299
995.49
996.684
997.875
999.068
1000.26
1001.451
1002.643
1003.834
1005.023
1006.215
1007.404
1008.596
1009.785
1010.975
1012.164
1013.354
1014.543
1015.732
1016.92
1018.109
1019.297
1020.484
1021.672
1022.859
1024.047
1025.234
1026.422
1027.607
1028.795
1029.98
1031.166
1032.352
1033.537
1034.723
1035.908
1037.092
1038.277
1039.461
1040.646
1041.83
1043.014
1044.197
1045.381
1046.563
1047.746
1048.928
1050.111
1051.293
1052.475
1053.656
1054.838
1056.02
1057.201
1058.381
1059.563
1060.742
1061.922
1063.104
1064.283
1065.461
1066.641
1067.82
1068.998
1070.178
1071.355
1072.533
1073.713
1074.891
1076.066
1077.244
1078.422
1079.598
1080.775
1081.951
1083.127
1084.303
1085.479
1086.654
1087.83
1089.006
1090.18
1091.355
1092.529
1093.703
1094.877
1096.051
1097.225
1098.398
1099.57
1100.744
1101.916
1103.088
1104.262
1105.434
1106.605
1107.775
1108.947
1110.119
1111.289
1112.461
1113.631
1114.801
1115.971
1117.141
1118.311
1119.479
1120.648
1121.816
1122.986
1124.154
1125.322
1126.49
1127.658
1128.826
1129.994
1131.16
1132.328
1133.494
1134.66
1135.826
1136.992
1138.158
1139.324
1140.49
1141.654
1142.82
1143.984
1145.148
1146.313
1147.477
1148.641
1149.805
1150.967
1152.131
1153.293
1154.457
1155.619
1156.781
1157.943
1159.105
1160.268
1161.428
1162.59
1163.75
1164.91
1166.072
1167.232
1168.393
1169.553
1170.711
1171.871
1173.029
1174.189
1175.348
1176.506
1177.664
1178.822
1179.98
1181.139
1182.295
1183.453
1184.609
1185.768
1186.924
1188.08
1189.236
1190.391
1191.547
1192.703
1193.857
1195.014
1196.168
1197.322
1198.477
1199.631
1200.785
1201.938
1203.092
1204.244
1205.398
1206.551
1207.703
1208.855
1210.008
1211.16
1212.313
1213.463
1214.615
1215.766
1216.916
1218.066
1219.217
1220.367
1221.518
1222.668
1223.816
1224.965
1226.115
1227.264
1228.412
1229.561
1230.709
1231.857
1233.004
1234.152
1235.299
1236.447
1237.594
1238.74
1239.887
1241.033
1242.178
1243.324
1244.471
1245.615
1246.76
1247.904
1249.049
1250.193
1251.338
1252.482
1253.627
1254.77
1255.912
1257.057
1258.199
1259.342
1260.484
1261.627
1262.768
1263.91
1265.051
1266.193
1267.334
1268.475
1269.615
1270.756
1271.896
1273.035
1274.176
1275.314
1276.455
1277.594
1278.732
1279.871
1281.01
1282.148
1283.285
1284.424
1285.561
1286.699
1287.836
1288.973
1290.109
1291.246
1292.383
1293.518
1294.654
1295.789
1296.924
1298.061
1299.195
1300.33
1301.463
1302.598
1303.732
1304.865
1306.0
1307.133
1308.266
1309.398
1310.531
1311.664
1312.795
1313.928
1315.061
1316.191
1317.322
1318.453
1319.584
1320.715
1321.846
1322.977
1324.105
1325.234
1326.365
1327.494
1328.623
1329.752
1330.881
1332.01
1333.137
1334.266
1335.393
1336.52
1337.648
1338.775
1339.902
